478, 413, 40, 65, 0.27030933
  85, 385, 50, 68, 0.24626662
  547, 250, 77, 43, 0.23333952
  307, 391, 47, 68, 0.23182495
  602, 320, 54, 68, 0.22691575
  34, 289, 79, 44, 0.22041489
  94, 127, 76, 42, 0.21855816
  331, 131, 69, 43, 0.21828894
  76, 385, 58, 76, 0.21398568
  473, 413, 56, 66, 0.21246794
  364, 80, 69, 48, 0.20858979
  505, 91, 65, 47, 0.19907568
  478, 397, 41, 89, 0.19715786
  85, 388, 41, 75, 0.19539386
  85, 372, 49, 95, 0.19438398
  410, 242, 75, 48, 0.1931984
  479, 413, 39, 86, 0.18807173
  421, 247, 65, 46, 0.1852553
  504, 91, 75, 55, 0.18275738
  600, 310, 63, 74, 0.17366418
  547, 244, 77, 59, 0.17041717
  547, 176, 77, 116, 0.16409056
  318, 130, 93, 43, 0.16336833
  161, 256, 59, 66, 0.16185674
  322, 223, 57, 42, 0.16156718
  461, 413, 60, 66, 0.16143504
  603, 302, 52, 100, 0.16069183
  418, 230, 69, 59, 0.15986583
  94, 128, 74, 55, 0.15977955
  247, 221, 83, 50, 0.15826909
  584, 319, 71, 64, 0.15630345
  297, 382, 57, 77, 0.15621386
  72, 128, 101, 40, 0.15470774
  407, 247, 92, 45, 0.15447727
  397, 247, 89, 41, 0.1527319
  479, 391, 43, 111, 0.15235744
  548, 250, 101, 43, 0.15001678
  211, 416, 66, 67, 0.14984402
  299, 390, 65, 69, 0.1498329
  248, 220, 131, 51, 0.1491652
  84, 383, 70, 70, 0.14894754
  83, 385, 55, 95, 0.14850584
  71, 375, 69, 87, 0.14798485
  94, 117, 74, 57, 0.14746176
  553, 236, 73, 56, 0.14714091
  546, 178, 76, 55, 0.1469875
  477, 413, 67, 66, 0.14564389
  598, 320, 74, 68, 0.14551722
  688, 200, 80, 57, 0.14546147
  22, 282, 92, 57, 0.14487463
  522, 249, 104, 43, 0.14456956
  410, 214, 76, 74, 0.14443105
  331, 114, 80, 61, 0.14367664
  331, 80, 104, 93, 0.14270096
  307, 366, 46, 94, 0.14262289
  328, 124, 76, 58, 0.14174341
  312, 221, 67, 60, 0.14068133
  410, 242, 104, 49, 0.14020109
  547, 222, 77, 73, 0.1394587
  597, 319, 58, 89, 0.13929637
  467, 184, 75, 89, 0.13852233
  34, 290, 86, 57, 0.13640545
  547, 249, 77, 69, 0.13569632
  52, 388, 85, 67, 0.13553374
  504, 91, 73, 77, 0.13456552
  83, 358, 55, 95, 0.13452716
  307, 391, 77, 69, 0.13309163
  376, 82, 57, 43, 0.13218682
  478, 367, 45, 112, 0.13208055
  418, 241, 33, 44, 0.13199779
  418, 241, 69, 63, 0.13139524
  102, 391, 33, 57, 0.13130431
  85, 385, 83, 77, 0.1310973
  251, 214, 131, 67, 0.13105851
  160, 242, 58, 85, 0.13090117
  478, 414, 45, 112, 0.1309011
  85, 336, 49, 119, 0.13085389
  280, 390, 74, 69, 0.13064899
  306, 391, 47, 104, 0.13061422
  418, 215, 113, 73, 0.13053748
  81, 375, 53, 119, 0.13043368
  304, 223, 76, 42, 0.13043195
  426, 247, 59, 30, 0.12945931
  518, 179, 108, 114, 0.12906086
  503, 71, 69, 73, 0.12883307
  34, 289, 101, 168, 0.12858774
  430, 413, 89, 65, 0.12848257
  376, 89, 51, 37, 0.12726329
  331, 128, 70, 67, 0.12695485
  409, 248, 77, 31, 0.12682322
  470, 185, 71, 48, 0.12678535
  34, 261, 83, 69, 0.12641867
  602, 318, 53, 115, 0.12622851
  488, 90, 100, 55, 0.12583676
  33, 290, 83, 74, 0.12581258
  554, 205, 71, 89, 0.12497847
  356, 71, 78, 65, 0.12471295
  596, 320, 94, 63, 0.12420359
  336, 80, 97, 49, 0.12396604
  297, 131, 104, 43, 0.12292279
  364, 80, 100, 49, 0.12282737
  547, 179, 103, 114, 0.12195928
  331, 91, 79, 83, 0.12123289
  364, 77, 70, 80, 0.12106535
  470, 382, 61, 98, 0.12026241
  461, 184, 80, 70, 0.12023308
  568, 320, 86, 69, 0.11988255
  160, 257, 80, 63, 0.11949515
  297, 391, 57, 89, 0.11932811
  409, 184, 153, 104, 0.11860325
  319, 214, 62, 53, 0.11816179
  469, 184, 156, 109, 0.11786444
  475, 184, 68, 59, 0.11747186
  157, 252, 74, 74, 0.11734606
  505, 91, 67, 103, 0.11680668
  40, 385, 97, 81, 0.11626528
  478, 414, 98, 64, 0.11603612
  329, 130, 104, 43, 0.11573611
  505, 87, 95, 57, 0.11573543
  364, 52, 70, 76, 0.11560694
  546, 248, 113, 135, 0.11538002
  436, 257, 48, 33, 0.11532804
  408, 190, 77, 98, 0.11530861
  208, 392, 147, 90, 0.11525543
  94, 128, 122, 43, 0.11464793
  35, 287, 119, 49, 0.11395507
  429, 248, 78, 40, 0.11394216
  478, 414, 52, 85, 0.11384793
  489, 91, 87, 122, 0.11332071
  427, 214, 58, 76, 0.11327415
  406, 230, 110, 58, 0.11310696
  584, 319, 74, 83, 0.11298529
  248, 219, 82, 69, 0.11253595
  461, 415, 59, 89, 0.11249741
  603, 256, 52, 133, 0.11247371
  93, 127, 77, 89, 0.11233719
  416, 240, 110, 57, 0.11080574
  93, 94, 77, 74, 0.11051597
  26, 273, 97, 57, 0.11036122
  425, 257, 57, 31, 0.11024
  262, 392, 98, 67, 0.11022104
  26, 390, 112, 63, 0.11008143
  310, 130, 89, 53, 0.10999505
  396, 82, 37, 42, 0.109219
  547, 250, 134, 42, 0.10918162
  374, 96, 53, 27, 0.10899236
  429, 215, 198, 77, 0.10880986
  365, 93, 65, 33, 0.10870635
  251, 220, 131, 89, 0.10858484
  100, 380, 40, 68, 0.10848553
  301, 223, 82, 65, 0.10840056
  85, 385, 107, 68, 0.10829494
  142, 252, 80, 69, 0.10820514
  85, 347, 41, 116, 0.10809588
  241, 219, 110, 61, 0.10773619
  547, 105, 77, 189, 0.10759423
  307, 390, 101, 69, 0.10730138
  596, 286, 65, 104, 0.10710308
  416, 241, 53, 48, 0.10671064
  303, 336, 51, 122, 0.10657033
  474, 178, 69, 110, 0.10627636
  421, 246, 66, 73, 0.10608305
  160, 258, 58, 89, 0.10601139
  211, 415, 65, 89, 0.10577743
  451, 406, 69, 91, 0.10544223
  304, 129, 95, 151, 0.10525377
  427, 185, 116, 93, 0.10522643
  300, 215, 188, 73, 0.10511265
  34, 289, 79, 101, 0.1050731
  530, 212, 100, 81, 0.10503217
  299, 214, 80, 58, 0.10493366
  472, 87, 108, 135, 0.10469463
  536, 320, 119, 69, 0.10453361
  34, 236, 79, 94, 0.10452361
  418, 176, 113, 112, 0.10421871
  440, 412, 100, 68, 0.10393739
  362, 79, 217, 65, 0.10383661
  409, 239, 78, 87, 0.10376651
  329, 111, 104, 63, 0.10357338
  365, 79, 70, 101, 0.10356474
  184, 415, 92, 67, 0.10344993
  35, 243, 183, 87, 0.10228249
  547, 196, 77, 116, 0.10219004
  323, 128, 77, 138, 0.10210039
  429, 241, 89, 52, 0.10206101
  475, 178, 147, 55, 0.10202406
  328, 129, 74, 83, 0.1019839
  364, 247, 122, 45, 0.10180893
  688, 199, 75, 89, 0.10138032
  547, 176, 83, 92, 0.10114504
  251, 218, 63, 56, 0.1011273
  373, 415, 147, 63, 0.10104458
  81, 390, 53, 142, 0.10102402
  64, 358, 73, 95, 0.10094161
  61, 383, 74, 97, 0.10089983
  476, 224, 149, 69, 0.10084818
  601, 320, 119, 69, 0.10067302
  504, 46, 73, 98, 0.10019886
  270, 385, 86, 81, 0.10011721
  520, 176, 101, 59, 0.099879377
  331, 115, 80, 88, 0.099831916
  251, 192, 131, 87, 0.099790595
  411, 241, 37, 51, 0.099735945
  334, 80, 101, 69, 0.099407256
  210, 386, 65, 97, 0.099373601
  410, 215, 160, 77, 0.099331126
  403, 76, 30, 49, 0.099270567
  478, 415, 65, 89, 0.099232242
  471, 413, 60, 119, 0.098960735
  201, 408, 81, 81, 0.098860443
  331, 79, 149, 94, 0.098768905
  504, 90, 75, 138, 0.098739825
  416, 415, 104, 74, 0.098680429
  161, 271, 53, 53, 0.098657414
  553, 257, 73, 35, 0.098580323
  428, 215, 58, 44, 0.098481797
  474, 337, 49, 142, 0.098458275
  26, 376, 109, 87, 0.098443434
  364, 80, 92, 64, 0.097919896
  460, 90, 119, 55, 0.097846515
  373, 93, 38, 30, 0.097829953
  466, 178, 159, 89, 0.097829923
  249, 220, 79, 92, 0.09781
  248, 220, 183, 65, 0.097730033
  547, 218, 101, 77, 0.097728461
  303, 221, 144, 64, 0.097687945
  461, 185, 102, 102, 0.097577527
  421, 229, 65, 29, 0.096719138
